Date,TCS,INFY,WIPRO,TECHM,HCLTECH,MPHASIS,HDFCBANK,ICICIBANK,KOTAKBANK,AXISBANK,SBIN,INDUSINDBK,BANDHANBNK,BAJFINANCE,BAJAJFINSV,HDFCAMC,SBILIFE,ICICIPRU,RELIANCE,ONGC,BPCL,POWERGRID,NTPC,HINDUNILVR,ITC,NESTLEIND,BRITANNIA,DABUR,MARUTI,TATAMOTORS,BAJAJ-AUTO,HEROMOTOCO,EICHERMOT,SUNPHARMA,DRREDDY,CIPLA,DIVISLAB,TITAN,ASIANPAINT,PIDILITIND,HAVELLS,BHARTIARTL,LT,ADANIPORTS,SIEMENS,ABB,ULTRACEMCO,AMBUJACEM,JSWSTEEL,TATASTEEL
2020-07-22,2879.69,3436.77,1369.27,2939.69,3994.31,2091.37,3427.79,1736.24,2796.3,1662.24,676.36,2367.59,1208.51,10229.51,7614.39,10336.31,1384.79,1678.26,5955.62,1737.72,1076.11,297.56,242.25,1955.74,948.11,26332.75,7944.67,1834.37,11928.61,442.39,7087.9,9386.8,9609.04,1158.81,21615.95,1005.89,8954.45,946.42,2716.88,3550.02,781.8,1267.84,3535.75,728.31,5651.81,3839.68,3409.3,983.07,188.49,1976.06
2020-07-23,2859.93,3465.21,1387.17,2893.26,4013.23,2134.73,3436.05,1736.02,2724.14,1694.9,672.24,2409.3,1214.63,10128.62,7789.79,10382.45,1364.28,1664.73,5954.39,1739.21,1087.64,295.21,246.92,1950.5,946.24,26374.04,7981.41,1855.71,12027.73,455.39,7156.2,9409.61,9542.9,1185.58,21693.97,1003.9,8801.85,972.69,2675.01,3551.27,770.92,1266.79,3522.31,732.35,5754.52,3847.6,3375.37,978.81,192.34,1928.35
2020-07-24,2859.67,3494.79,1408.98,2936.84,4062.77,2150.19,3436.93,1737.39,2725.97,1733.82,681.33,2412.44,1188.95,10167.43,7755.25,10280.06,1377.47,1706.12,6037.8,1714.06,1074.46,296.82,250.77,1963.34,949.24,26748.86,8017.23,1850.04,12311.33,464.34,7326.57,9364.47,9830.45,1188.55,21431.62,1010.36,8891.76,972.69,2660.61,3500.83,768.31,1277.91,3560.69,747.8,5924.28,3901.41,3463.88,986.14,190.36,1916.07
2020-07-27,2906.9,3524.51,1411.29,2907.71,4083.39,2133.83,3469.42,1732.02,2791.36,1781.04,697.72,2435.42,1156.33,9924.64,7901.23,10359.51,1383.33,1741.54,6152.5,1781.74,1084.55,301.91,253.63,1994.95,951.65,27341.03,8031.9,1861.56,12506.68,469.4,7538.22,9464.97,9742.47,1196.81,21397.14,1025.59,9100.34,956.77,2673.56,3474.61,785.94,1290.98,3613.56,765.9,6013.76,3946.99,3536.68,992.93,189.86,1991.86
2020-07-28,2929.04,3509.03,1411.87,2972.57,4062.08,2149.25,3466.93,1767.77,2775.75,1784.52,698.54,2439.91,1170.54,10057.85,7908.46,10458.52,1369.0,1730.36,6132.21,1800.88,1095.38,300.48,254.54,1980.88,956.64,27363.62,8060.98,1874.44,12512.82,473.39,7520.28,9541.65,9611.33,1206.11,21523.6,1047.81,9032.07,953.13,2691.16,3469.6,781.27,1286.99,3599.12,754.09,6127.16,3983.3,3528.31,998.01,191.97,1988.24
2020-07-29,2981.75,3630.23,1441.34,3032.76,4106.82,2176.59,3531.05,1781.77,2855.62,1784.21,724.9,2476.95,1196.62,10093.8,8068.8,10679.34,1416.28,1744.21,6139.16,1843.84,1119.07,306.38,260.7,1992.8,987.44,27906.22,8280.01,1881.6,12707.89,477.42,7668.15,9771.91,9713.98,1242.52,22376.33,1057.32,9200.16,965.51,2736.9,3508.68,801.28,1301.73,3596.94,757.41,6118.36,4105.62,3580.05,1009.76,191.92,2001.27
2020-07-30,2991.05,3607.55,1413.87,3073.74,4149.41,2147.61,3544.46,1799.35,2875.12,1764.3,714.83,2467.56,1191.4,10272.66,8015.1,11011.49,1414.34,1771.93,6231.55,1844.8,1131.59,308.62,264.53,1979.66,989.36,28302.16,8316.93,1865.99,12751.42,475.08,7716.04,9883.65,9765.06,1257.19,22470.93,1073.78,9260.87,976.08,2733.34,3535.69,805.01,1325.51,3583.2,743.83,6145.78,4205.89,3639.39,1026.78,193.42,2032.02
2020-07-31,2957.91,3516.71,1406.43,3045.65,4136.14,2154.0,3523.67,1784.45,2782.64,1740.86,725.27,2503.52,1146.01,10199.61,7896.99,10756.54,1411.46,1768.99,6198.96,1843.24,1101.69,304.09,254.97,1933.47,989.63,27639.29,8194.53,1839.42,12672.79,459.57,7729.96,9705.16,9555.32,1253.67,22376.76,1064.06,9093.31,976.01,2731.98,3452.32,799.09,1341.32,3599.79,709.84,6010.65,4115.14,3589.63,1021.48,191.25,2048.95
2020-08-03,2976.12,3520.36,1444.91,3112.77,4233.7,2179.92,3552.43,1770.37,2818.48,1767.2,726.16,2525.35,1150.54,10344.03,7939.07,10826.24,1401.32,1727.41,6291.32,1853.81,1076.47,303.72,254.96,1949.98,979.16,27819.17,8257.58,1864.51,13016.78,467.86,7791.93,9590.07,9563.35,1249.55,22212.16,1070.3,9199.72,993.28,2749.19,3469.41,794.08,1355.39,3610.45,719.9,6075.62,4113.84,3576.21,1030.59,196.13,2102.07
2020-08-04,2939.08,3467.88,1468.96,3148.0,4314.68,2246.33,3563.52,1783.28,2814.24,1759.52,736.56,2635.67,1161.71,10319.87,8134.44,11088.42,1410.79,1725.47,6439.72,1868.51,1084.69,303.18,257.48,1947.66,983.57,28079.2,8339.95,1882.4,12871.91,454.37,7687.72,9578.61,9522.48,1250.13,21957.27,1063.93,9125.33,1002.47,2765.86,3532.32,782.09,1342.6,3650.87,726.51,6097.43,4156.0,3618.34,1043.14,196.18,2061.55
2020-08-05,2963.96,3466.33,1444.51,3227.68,4415.33,2267.67,3594.44,1799.98,2821.23,1793.3,733.32,2656.74,1165.43,10415.08,8329.86,11152.92,1417.39,1719.79,6634.36,1886.34,1086.24,302.66,256.72,1958.15,1000.46,28070.91,8324.57,1894.84,12898.35,453.73,7888.36,9719.2,9722.3,1283.63,22423.12,1066.81,9162.26,1002.71,2808.93,3569.61,807.75,1338.29,3745.58,743.9,6086.53,4178.87,3697.95,1044.66,191.1,2030.62
2020-08-06,2957.52,3437.59,1455.15,3272.31,4474.76,2254.05,3645.94,1808.42,2830.88,1805.24,733.1,2680.07,1139.69,10380.94,8320.71,11076.71,1395.89,1739.62,6579.11,1882.98,1066.75,301.24,256.55,1963.3,1003.88,28348.65,8468.27,1938.46,12919.33,458.34,7944.7,9812.65,9782.9,1258.94,22530.48,1045.25,9276.56,1013.77,2808.94,3584.6,808.57,1318.25,3804.83,745.2,6029.12,4242.53,3734.83,1052.87,191.69,1997.32
2020-08-07,2907.07,3436.32,1456.34,3313.44,4510.21,2262.01,3598.66,1808.16,2837.46,1810.84,721.36,2690.32,1157.17,10335.59,8429.72,11015.69,1407.88,1734.06,6761.82,1851.48,1076.17,301.23,259.49,1938.16,1008.6,28180.46,8450.6,1939.75,12937.89,475.98,8017.25,9835.67,9742.3,1252.67,22514.06,1020.75,9452.52,1035.0,2840.4,3659.0,792.26,1312.81,3801.47,767.84,6002.26,4231.27,3724.94,1043.61,190.0,1963.59
2020-08-10,2953.09,3464.05,1448.83,3258.51,4454.39,2236.06,3547.86,1782.1,2874.34,1812.94,720.84,2709.13,1138.06,10024.37,8350.37,11038.91,1382.51,1711.82,6756.33,1831.13,1100.03,297.88,259.01,1911.93,987.6,27782.72,8435.87,1931.28,13188.64,480.75,8124.65,9792.23,9666.39,1259.28,22378.25,1000.61,9361.7,1029.46,2824.87,3642.76,792.3,1287.14,3790.75,759.15,6015.91,4245.38,3683.68,1039.74,188.47,1948.59
2020-08-11,2959.13,3437.76,1448.63,3239.62,4421.53,2272.37,3492.55,1846.88,2876.33,1784.88,720.06,2698.0,1097.5,9881.31,8164.74,11025.19,1389.61,1714.34,6845.76,1816.08,1118.37,292.86,257.16,1917.11,989.06,27728.47,8356.53,1932.68,13138.44,469.86,8242.57,9779.94,9552.98,1270.75,21922.95,1008.09,9183.55,1040.96,2800.67,3656.91,791.17,1262.15,3735.33,756.9,5987.08,4249.6,3775.93,1040.04,191.22,1896.07
2020-08-12,2948.07,3456.78,1437.62,3227.29,4326.87,2266.64,3470.57,1834.61,2845.37,1751.08,719.02,2730.23,1096.6,9811.93,8206.97,10872.57,1370.55,1709.7,6596.65,1785.12,1130.79,290.15,257.4,1914.24,987.09,27776.02,8346.44,1921.57,13225.72,448.15,8225.55,9752.41,9726.97,1232.89,22132.78,1011.73,9198.22,1040.58,2757.1,3679.38,799.05,1255.78,3679.53,757.38,5975.71,4237.35,3747.06,1019.95,187.39,1892.51
2020-08-13,2933.52,3480.33,1400.38,3222.65,4390.57,2244.16,3443.29,1841.72,2831.85,1736.31,709.41,2810.53,1100.8,9820.93,8370.75,11120.3,1330.92,1706.02,6522.54,1774.01,1102.54,289.55,251.31,1942.24,993.61,27516.23,8392.61,1916.75,13031.44,441.54,8139.17,9602.34,9938.98,1213.07,21910.72,1013.46,9227.4,1049.68,2761.07,3651.78,796.0,1251.88,3644.43,763.12,6000.55,4194.62,3802.07,995.34,182.24,1969.73
2020-08-14,2967.7,3410.98,1410.91,3259.8,4412.43,2260.29,3413.46,1836.17,2799.2,1736.01,718.29,2792.36,1081.57,9980.03,8462.56,11231.49,1323.45,1723.88,6605.01,1770.66,1093.71,291.6,253.19,1949.49,1015.07,27293.17,8359.37,1937.09,12909.23,427.78,8103.1,9538.19,9881.98,1237.0,22016.96,1018.56,9286.56,1054.98,2736.89,3647.54,799.84,1240.22,3717.57,768.95,6085.26,4131.43,3804.7,1028.74,185.35,1961.99
2020-08-17,2967.98,3428.55,1436.12,3266.24,4479.65,2295.7,3454.22,1833.61,2795.07,1751.78,719.97,2803.54,1075.34,10187.92,8376.25,11416.84,1338.41,1733.81,6701.31,1791.65,1124.98,294.84,251.83,1977.84,1011.28,27577.51,8369.1,1970.59,13156.04,437.02,8305.02,9703.66,9972.38,1266.97,22098.57,1020.27,9617.84,1079.68,2797.21,3690.25,822.98,1206.63,3678.28,803.47,6109.69,4189.32,3787.44,1046.83,182.59,1983.44
2020-08-18,2969.82,3426.37,1432.51,3277.49,4353.04,2310.94,3441.21,1845.45,2831.09,1766.55,733.32,2761.13,1098.97,10180.79,8360.83,11489.12,1325.16,1739.31,6738.24,1820.51,1139.32,299.77,252.63,1996.72,1016.84,27375.31,8356.59,1974.16,13347.85,432.1,8213.1,9755.54,9929.67,1299.36,22549.65,1022.95,9733.27,1074.76,2793.09,3705.86,811.91,1214.24,3803.96,813.94,6023.0,4182.96,3790.16,1041.57,190.45,1981.43
2020-08-19,2920.51,3414.57,1440.43,3277.8,4287.65,2285.05,3429.8,1814.57,2763.87,1760.32,727.44,2692.87,1092.46,10035.83,8314.36,11298.29,1319.36,1734.57,6591.11,1770.99,1107.48,300.22,251.41,1977.07,1018.91,27309.3,8263.71,1966.67,13330.38,432.78,8172.19,9558.07,9731.18,1298.32,22413.99,1017.95,9487.23,1089.68,2767.18,3762.02,808.07,1215.12,3807.79,810.13,6070.4,4122.63,3750.02,1046.29,189.48,1995.26
2020-08-20,2946.76,3442.29,1417.99,3206.99,4343.9,2292.33,3433.82,1837.56,2754.46,1759.0,739.91,2655.09,1107.33,10001.59,8382.25,11147.77,1319.78,1739.04,6598.85,1787.54,1113.21,301.93,252.63,1997.37,1020.83,27286.44,8271.15,1965.87,13459.78,444.73,8291.68,9457.16,9665.43,1304.86,22306.56,1000.11,9741.1,1103.12,2788.67,3817.67,803.84,1277.12,3827.04,791.45,6017.58,4131.82,3795.2,1066.48,186.31,2016.31
2020-08-21,2938.07,3471.91,1398.99,3265.17,4382.21,2286.82,3447.07,1844.74,2743.04,1826.8,741.97,2619.45,1110.37,10023.71,8729.71,11215.66,1313.17,1763.68,6610.59,1778.24,1083.81,304.71,254.35,2015.85,1023.41,27874.16,8355.75,1969.34,13593.05,444.22,8293.2,9422.42,9767.82,1299.2,22051.58,1024.35,9748.03,1138.03,2741.31,3888.25,810.37,1306.02,3817.43,786.93,6087.11,4189.15,3749.76,1080.06,186.04,2008.38
2020-08-24,2957.21,3422.94,1393.98,3334.19,4330.57,2284.63,3442.29,1841.72,2726.18,1796.15,725.09,2536.7,1114.86,9988.51,8483.98,11337.59,1301.17,1752.21,6584.56,1743.5,1046.22,304.7,251.04,2007.07,1013.38,27729.04,8259.61,1999.55,13771.56,449.42,8387.67,9611.96,9703.8,1280.65,22260.16,1024.84,9775.4,1147.69,2730.12,3789.17,792.09,1327.13,3764.57,789.88,6124.73,4146.99,3770.63,1091.0,186.41,1976.69
2020-08-25,2957.27,3401.96,1384.91,3299.5,4328.66,2259.16,3453.95,1792.3,2677.14,1795.92,717.9,2525.68,1131.91,9898.0,8411.6,11443.58,1288.5,1732.71,6664.13,1769.45,1038.2,302.77,249.98,1983.31,994.92,27920.84,8185.58,2010.57,13729.58,449.87,8234.01,9523.15,9691.54,1268.23,22371.55,1016.38,9905.19,1155.85,2759.38,3822.41,788.45,1327.52,3722.56,794.58,6070.64,4119.3,3763.31,1095.91,187.45,1946.97
2020-08-26,2978.64,3344.52,1398.38,3358.82,4426.26,2235.21,3456.32,1808.59,2687.46,1846.45,716.68,2622.61,1136.87,9956.64,8698.93,11641.67,1289.62,1750.14,6468.85,1749.32,1047.37,305.92,254.9,1994.69,989.51,28172.45,8276.75,2008.68,13671.87,438.85,8242.22,9493.64,9574.85,1249.59,22031.96,1004.62,9825.49,1170.7,2729.74,3826.09,802.03,1343.8,3676.67,784.51,6115.83,4143.09,3721.65,1097.47,186.01,1985.36
2020-08-27,2977.03,3331.71,1385.52,3352.91,4394.51,2283.91,3435.89,1825.83,2696.19,1819.8,712.2,2673.35,1129.35,9796.54,8739.85,11683.93,1296.85,1757.74,6501.77,1731.72,1033.71,304.12,251.26,1976.27,977.26,28296.9,8194.52,1995.64,13616.8,435.31,8291.86,9415.94,9442.3,1244.89,21967.75,1006.07,9717.48,1145.38,2729.49,3784.86,813.49,1320.19,3615.23,788.72,6163.72,4070.32,3641.74,1096.17,183.43,1974.65
2020-08-28,3025.42,3337.23,1413.4,3335.44,4426.09,2281.52,3448.66,1834.64,2736.74,1798.02,698.33,2665.57,1130.17,9692.88,8705.11,11721.53,1278.25,1751.03,6492.85,1752.32,1030.76,311.63,252.81,1969.6,986.65,28557.31,8274.24,1999.36,13555.04,458.56,8253.2,9273.56,9343.79,1220.45,21972.04,1012.14,9712.95,1145.07,2688.11,3851.95,822.01,1328.89,3678.18,794.88,6218.86,4114.54,3659.21,1098.64,182.46,1972.11
2020-08-31,3001.56,3360.26,1403.84,3373.12,4430.52,2296.18,3465.06,1850.43,2729.58,1821.42,692.67,2678.83,1147.58,9351.8,8809.38,11712.66,1286.55,1761.57,6400.65,1731.46,1039.32,309.23,256.83,1970.47,992.96,28342.0,8272.61,2006.79,13655.45,466.03,8188.86,9208.98,9369.15,1218.88,22092.55,1002.93,9798.44,1153.02,2686.45,3846.72,824.38,1304.27,3755.22,800.08,6215.24,4140.33,3675.77,1090.92,178.09,1948.78
2020-09-01,3032.59,3390.76,1407.68,3459.59,4447.41,2250.73,3426.21,1879.25,2747.66,1862.4,677.44,2661.97,1152.54,9427.12,8939.85,11705.7,1258.25,1752.78,6581.4,1738.35,1024.67,307.17,257.1,1978.63,992.76,28206.17,8275.13,2023.52,13964.7,477.43,8274.37,9273.91,9405.73,1238.48,22127.36,1001.89,9842.03,1167.91,2701.39,3841.97,807.34,1278.99,3852.84,791.43,6208.28,4134.93,3731.38,1105.19,179.21,1948.22
2020-09-02,2970.18,3368.62,1374.26,3432.56,4496.61,2234.35,3413.93,1893.73,2724.31,1827.82,677.84,2678.24,1148.04,9304.71,8929.44,11610.87,1275.36,1726.13,6656.02,1739.65,1050.09,307.87,255.92,1950.1,974.61,28014.07,8182.62,2007.91,13911.18,476.74,8228.57,9294.78,9461.44,1235.12,21860.45,1006.57,9655.51,1152.65,2672.87,3840.26,788.78,1270.88,3845.58,795.49,6207.84,4064.96,3797.13,1104.95,178.89,1918.77
2020-09-03,2972.39,3379.71,1373.53,3388.3,4627.56,2261.54,3460.45,1893.82,2721.72,1835.03,670.06,2619.96,1151.57,9235.2,9042.32,11490.81,1284.55,1701.08,6722.21,1736.15,1025.69,306.42,258.05,1926.64,964.91,28315.64,8161.0,2015.45,13787.12,480.18,8335.61,9235.92,9237.31,1256.28,21760.72,977.2,9770.36,1130.39,2651.85,3845.24,785.51,1280.15,3875.4,793.5,6241.17,4028.34,3836.93,1074.54,177.87,1887.97
2020-09-04,2966.44,3382.31,1378.71,3306.51,4721.73,2280.74,3512.53,1891.29,2741.28,1878.09,671.21,2649.76,1163.81,9444.95,9273.23,11746.87,1305.58,1702.32,6830.3,1766.3,1033.61,308.71,259.06,1936.73,970.01,28102.13,8164.47,2010.87,13667.29,483.36,8366.12,9236.39,9474.32,1273.25,22010.05,966.82,9737.4,1117.81,2667.59,3818.24,784.1,1311.68,3874.57,805.34,6392.78,4141.79,3867.95,1057.52,175.59,1905.76
2020-09-07,2917.66,3330.69,1391.94,3290.4,4720.03,2225.22,3518.8,1850.83,2771.73,1867.08,671.93,2676.6,1138.34,9363.51,9258.64,11798.38,1328.64,1707.71,6792.39,1746.83,1015.77,301.76,259.38,1963.33,949.01,27808.0,8232.96,2034.57,13494.24,492.52,8406.37,9192.28,9416.4,1272.49,21440.43,955.7,9927.37,1120.38,2682.37,3872.41,788.62,1344.02,3913.89,809.28,6416.69,4199.83,3867.73,1064.81,176.76,1894.43
2020-09-08,2933.09,3347.31,1388.68,3342.88,4851.84,2237.26,3587.71,1866.11,2809.96,1911.96,687.66,2701.88,1150.41,9221.43,9388.19,12063.49,1355.5,1734.38,6857.72,1793.0,1031.37,309.42,263.53,1944.89,977.5,27773.98,8320.51,2028.7,13725.06,510.36,8500.24,9332.13,9641.98,1308.01,21811.2,945.52,9994.15,1133.26,2705.0,3880.55,790.97,1341.67,3963.24,814.68,6586.42,4271.75,3879.8,1063.02,175.33,1955.2
2020-09-09,2909.55,3258.12,1381.57,3411.83,4760.26,2261.02,3681.52,1873.33,2738.91,1944.94,698.81,2731.77,1163.2,9131.33,9308.9,12121.01,1366.64,1720.98,6836.3,1799.8,1028.46,310.18,262.67,1945.17,977.99,27757.23,8402.76,2034.15,13925.52,516.0,8451.28,9142.43,9710.37,1299.43,21609.23,941.5,9964.4,1143.43,2646.53,3809.1,790.32,1323.43,3927.4,804.78,6528.92,4295.88,3894.31,1051.25,174.25,1955.16
2020-09-10,2898.58,3237.41,1399.94,3484.1,4750.03,2222.75,3689.39,1860.55,2730.97,1973.84,690.64,2712.06,1180.69,8889.6,9278.48,12033.62,1369.45,1718.61,6844.08,1817.52,1031.06,315.72,265.5,1966.66,1001.63,28148.48,8481.37,2024.47,13995.23,511.22,8417.25,9236.25,9707.21,1314.12,21516.43,953.5,9795.44,1165.26,2661.76,3856.09,791.58,1322.58,3914.64,811.27,6392.28,4337.83,3854.05,1064.1,177.95,1971.82
2020-09-11,2895.69,3229.01,1429.04,3469.39,4731.02,2246.7,3703.76,1867.89,2774.48,1989.39,689.39,2707.47,1185.63,8783.46,9246.55,12002.63,1366.49,1698.84,6995.52,1859.65,1047.22,317.05,269.99,1966.7,1012.75,28489.18,8391.46,2055.76,14211.23,529.2,8525.43,9331.43,9840.51,1330.6,22180.51,969.7,9727.87,1190.88,2630.79,3928.77,801.14,1337.82,3894.75,813.42,6520.05,4337.59,3871.47,1088.21,181.95,2024.61
2020-09-14,2873.72,3163.14,1404.22,3474.39,4660.6,2235.32,3722.59,1851.22,2720.33,1909.15,678.97,2646.99,1206.33,8395.86,9011.36,12081.41,1365.61,1700.46,7042.63,1841.93,1025.41,311.67,264.37,1960.51,1000.23,27878.6,8192.95,2038.06,14022.49,517.89,8351.98,9121.76,9669.22,1321.5,22536.95,957.98,9820.65,1184.66,2657.65,3885.25,792.95,1334.29,3839.88,780.91,6360.66,4296.38,3886.35,1084.55,179.27,2031.9
2020-09-15,2815.95,3152.49,1376.68,3383.18,4654.45,2160.71,3690.68,1826.12,2676.82,1833.97,664.04,2626.47,1205.81,8699.2,8941.25,11935.82,1348.39,1641.09,7057.85,1859.83,1004.11,309.5,265.51,1941.46,991.96,27699.23,8199.75,2011.21,13958.29,499.79,8153.38,9011.31,9641.61,1307.5,22480.35,960.34,9736.49,1172.94,2611.08,3794.76,795.73,1314.83,3898.48,790.72,6330.66,4227.1,3908.23,1070.51,182.59,1970.34
2020-09-16,2776.81,3140.8,1339.13,3354.17,4683.49,2160.8,3578.85,1817.8,2619.14,1821.89,656.15,2606.09,1209.16,8733.23,8857.22,12025.29,1337.94,1612.81,7198.95,1838.0,1020.64,304.43,263.97,1930.53,986.24,27151.78,8007.85,1996.72,13708.79,490.57,8187.66,8886.02,9433.02,1296.34,22435.37,957.73,9649.56,1190.45,2555.08,3783.48,788.19,1309.1,3865.29,765.75,6382.6,4243.68,3902.45,1072.1,180.74,2007.43
2020-09-17,2793.67,3187.68,1320.64,3378.13,4653.25,2202.38,3615.97,1857.07,2627.02,1850.38,657.85,2617.52,1227.09,8829.5,8795.78,12051.3,1361.52,1626.93,7240.2,1857.43,1006.32,303.24,262.93,1918.9,994.95,27317.89,8108.47,2009.5,14116.39,493.89,8294.83,9000.8,9362.69,1307.98,22793.53,968.09,9670.25,1203.48,2558.19,3812.05,789.8,1327.63,3919.9,799.75,6449.87,4268.09,3890.49,1069.95,177.82,2030.93
2020-09-18,2799.3,3212.39,1315.15,3342.14,4644.65,2200.28,3620.25,1863.83,2626.33,1878.67,667.42,2590.07,1243.6,9074.29,8926.75,12064.9,1336.3,1618.22,7237.4,1846.17,1000.5,305.87,261.53,1921.21,990.58,26867.95,8179.14,1992.96,13964.94,505.53,8249.59,9141.85,9383.09,1310.94,22963.63,966.52,9470.04,1208.65,2549.74,3855.45,795.75,1358.03,3846.56,820.43,6505.85,4325.78,3930.3,1065.68,178.31,2023.92
2020-09-21,2868.91,3264.74,1327.31,3391.65,4685.61,2244.46,3641.64,1892.26,2666.98,1905.75,699.13,2605.43,1274.87,9406.77,8856.72,12057.72,1351.96,1646.24,7259.12,1860.72,1037.36,309.12,265.89,1934.64,1008.96,27490.53,8255.44,1978.35,14110.74,514.37,8516.47,9364.34,9316.57,1335.21,23022.31,996.83,9524.99,1199.33,2575.47,3906.48,799.05,1348.9,3842.1,826.63,6523.81,4445.09,4050.3,1102.26,183.41,2033.63
2020-09-22,2891.13,3261.97,1355.42,3424.72,4718.58,2221.61,3702.55,1852.95,2668.36,1875.43,688.83,2648.7,1244.6,9649.54,8823.34,11942.69,1332.14,1657.0,7188.44,1807.75,997.06,306.0,268.28,1946.27,1019.28,27429.31,8261.21,1966.67,14117.24,506.21,8641.92,9308.6,9388.22,1318.01,22884.68,996.7,9639.95,1169.86,2553.19,3874.9,792.57,1327.36,3759.66,824.17,6417.41,4316.09,4003.13,1076.13,185.28,2055.21
2020-09-23,2911.67,3307.23,1366.52,3487.52,4801.6,2224.58,3682.05,1833.3,2690.96,1912.07,687.68,2636.55,1242.92,9688.29,8728.99,12102.74,1337.66,1657.34,7187.33,1806.82,1003.2,306.32,266.67,1931.98,1011.5,27650.71,8249.62,1968.78,14221.89,520.63,8627.77,9363.56,9442.2,1318.22,22600.38,990.39,9990.58,1133.61,2521.38,3836.5,794.38,1285.98,3763.92,808.8,6410.57,4347.66,4010.0,1058.66,183.4,2067.28
2020-09-24,2962.85,3375.6,1381.29,3527.24,4993.35,2260.46,3697.49,1876.91,2765.18,1951.38,694.06,2674.98,1254.14,9827.8,8876.03,12310.57,1359.3,1683.99,7373.86,1830.06,1008.65,310.78,270.34,1934.37,1016.82,27983.89,8193.64,1995.15,14471.27,531.86,8810.0,9508.18,9551.25,1347.9,23075.23,1004.8,10159.21,1133.21,2540.78,3946.89,802.13,1292.85,3840.73,806.77,6387.56,4392.08,4120.94,1085.76,186.29,2073.25
2020-09-25,3013.65,3461.58,1410.07,3572.53,5133.2,2323.93,3785.49,1905.28,2824.22,1973.11,703.6,2623.72,1295.09,10024.68,9090.73,12591.04,1380.22,1724.89,7448.74,1893.57,1023.18,313.3,276.1,1958.84,1029.37,28050.74,8315.84,1986.19,14748.52,540.35,8921.52,9650.71,9753.21,1366.38,23481.12,1024.25,10380.79,1138.67,2628.13,4060.18,800.21,1330.69,3884.19,800.17,6430.67,4430.28,4152.35,1117.32,194.69,2067.16
2020-09-28,3034.87,3494.42,1439.5,3527.17,5253.3,2361.72,3851.26,1902.56,2879.85,1945.14,698.55,2695.56,1304.5,10090.71,9157.25,12880.76,1420.54,1749.24,7563.61,1893.17,1019.81,317.31,276.77,1989.91,1052.43,28458.16,8399.94,2017.86,15021.58,553.27,9112.52,9818.71,9807.26,1377.3,23952.31,1027.32,10399.33,1151.02,2687.26,4079.38,793.05,1383.62,3921.57,804.09,6264.82,4442.79,4259.87,1142.28,198.36,2079.65
2020-09-29,3090.2,3488.52,1471.34,3571.8,5241.61,2371.3,3880.48,1882.95,2861.83,1966.78,713.53,2696.1,1320.13,10112.09,9250.3,13031.25,1455.24,1768.49,7629.89,1915.7,1036.27,320.11,276.33,2006.04,1063.88,28571.14,8336.28,2022.67,15002.65,567.36,8930.49,10019.18,9697.43,1391.1,24183.43,1055.23,10340.11,1178.72,2733.19,4127.08,800.25,1400.27,3909.44,794.56,6386.27,4460.52,4280.92,1140.57,206.22,2121.89
2020-09-30,3091.5,3529.78,1488.72,3592.85,5249.31,2383.3,3929.64,1842.94,2871.54,2025.36,716.6,2748.83,1308.87,10507.36,9288.73,12952.64,1479.83,1776.74,7642.24,1954.16,1057.27,327.5,276.63,2039.68,1082.21,28624.41,8506.58,2047.01,15136.61,561.78,9181.0,10119.64,10033.69,1375.46,24189.65,1058.95,10186.6,1181.34,2760.15,4108.66,804.5,1424.75,3951.73,787.62,6404.04,4520.39,4288.83,1148.14,210.97,2131.19
2020-10-01,3044.25,3522.53,1494.57,3604.4,5275.78,2397.84,3926.01,1840.13,2876.38,2084.26,743.32,2790.38,1322.54,10453.36,9408.53,13009.23,1480.95,1766.97,7568.24,1996.2,1054.18,329.73,279.61,2048.13,1102.66,28675.73,8415.6,2067.53,14983.7,574.06,9189.62,10161.64,9991.73,1374.55,24098.97,1041.59,9988.55,1178.56,2759.77,4120.33,812.28,1390.54,3993.29,795.2,6296.56,4470.44,4320.83,1166.67,210.45,2136.73
2020-10-02,3041.12,3579.82,1510.27,3615.2,5482.53,2412.25,3935.87,1883.74,2910.6,2098.4,748.91,2822.73,1348.58,10917.78,9291.44,13131.81,1475.99,1798.91,7552.02,2054.86,1090.16,329.1,278.12,2048.14,1098.76,28400.57,8395.37,2064.48,15121.31,584.06,9111.55,10159.15,10175.01,1401.89,24500.68,1045.85,10158.7,1154.88,2771.03,4008.45,801.49,1441.84,3969.22,780.73,6371.45,4456.87,4448.05,1170.78,210.2,2127.5
2020-10-05,3080.06,3587.48,1507.55,3569.43,5482.03,2409.5,3881.33,1904.22,2950.3,2121.18,744.34,2819.68,1341.09,11346.26,9259.24,12960.81,1463.1,1790.24,7529.88,2080.63,1075.13,329.27,278.25,2089.75,1104.06,28179.14,8538.52,2032.62,14948.56,572.27,9286.27,9962.97,10094.89,1384.93,24822.01,1032.98,10348.57,1157.27,2762.38,3961.49,787.67,1413.02,3985.27,761.23,6314.43,4409.13,4407.91,1144.14,205.14,2151.55
